file_id,num_vertices,num_faces,num_geometrical_degenerated_faces,num_combinatorial_degenerated_faces,num_connected_components,num_boundary_edges,num_duplicated_faces,euler_characteristic,num_self_intersections,num_coplanar_intersecting_faces,vertex_manifold,edge_manifold,oriented,total_area,min_area,p25_area,median_area,p75_area,p90_area,p95_area,max_area,min_valance,p25_valance,median_valance,p75_valance,p90_valance,p95_valance,max_valance,min_dihedral_angle,p25_dihedral_angle,median_dihedral_angle,p75_dihedral_angle,p90_dihedral_angle,p95_dihedral_angle,max_dihedral_angle,min_aspect_ratio,p25_aspect_ratio,median_aspect_ratio,p75_aspect_ratio,p90_aspect_ratio,p95_aspect_ratio,max_aspect_ratio,solid,ave_area,ave_valance,ave_dihedral_angle,ave_aspect_ratio
100026,105,244,0,1,8,0,0,-11,49,169,False,False,False,24365.09118053988,0.6000060215592384,29.749984797090292,56.55870198929915,91.1245346069336,191.69337732092646,409.3668035311642,796.6825745356164,2,5.0,7.0,8.0,9.600000000000009,11.0,12,0.0,0.0,0.18874331333465583,1.5707963267948966,1.5707963267948966,1.611794314828522,3.141592653589793,1.25988829854335,2.6286311217361873,6.384666873197084,8.543012366951542,20.772351125776865,44.91645666705014,932.145940873155,False,99.85693106778639,6.857142857142857,0.7966785573519432,19.557960230490643
100029,181,388,0,0,3,0,0,-23,55,264,False,False,False,24814.452098682043,0.08375026832800359,19.46767313780137,36.59958286412984,83.03743116332404,142.70041167805957,211.2809427476519,540.6713854148984,3,5.0,6.0,7.0,8.0,9.0,14,0.0,0.0,0.01939516211052071,1.5707963267948966,1.577853523117738,1.920225960799024,3.141592653589793,1.0526396038626202,4.003891611473378,7.0781336046317325,12.61534369007297,20.225463424230693,30.557955407354434,15068.588547387108,False,63.95477345021145,6.541436464088398,0.7018027296302575,57.24757038151087
100031,279,578,0,0,1,0,0,-10,44,438,True,False,False,4811.5817564354975,0.07567868350542994,0.9957822216070754,1.5819501778641865,7.9455909747644,15.410722769958513,44.196657629471474,109.3610476728958,3,5.0,6.0,6.0,8.0,10.0,23,0.0,0.0,0.001693023603521489,1.5707963267948966,1.5707963267948966,1.5707963267948966,3.141080028657101,1.0275699477149114,3.8150691132288785,3.965874586541322,36.16914283789949,86.31167515490199,139.95879075237204,10390.95962467509,True,8.324535910788057,6.21505376344086,0.5597659165491627,72.37986598330104
100032,1364,2823,0,0,5,0,0,-49,0,2084,False,False,False,23651.125276760522,0.037503842088764804,0.9006301583734238,1.1658690856396423,6.657499477278195,14.834741128829581,43.403567504883,264.61129842611945,3,5.0,6.0,6.0,8.0,10.0,26,0.0,0.0,0.019214360242129327,1.5707963267948966,1.5707963267948966,1.5707963783262788,3.1415912188934882,1.0351957827025158,4.226543609487484,6.354898213487424,35.07542336939053,90.62673226444242,185.0530762081935,10844.118859184764,False,8.37801107926338,6.211143695014663,0.5681614662255161,53.61045582525235
100075,653,1314,0,0,6,0,0,-4,0,1007,True,False,False,79.3478661780987,8.814730038864127e-05,0.006428437531022069,0.010464507418026486,0.031306037596692704,0.1500000447034857,0.3171369779866539,1.8282964534281803,3,5.0,5.0,7.0,7.0,10.0,34,0.0,0.0,0.13070257561830673,1.5707963267948966,1.5707963267948966,1.5707963267948966,3.141592653589793,1.0340373751688088,1.9577271330337451,2.850395204613661,5.305735602784552,12.616253463620088,24.710452469368445,1140.9612179899154,True,0.06038650394071438,6.0367534456355285,0.618826890895165,9.392994377504156
100322,345,694,0,0,2,0,0,-2,57,456,True,False,False,14882.654791808713,0.0037533776376221795,0.7516452758709835,2.9632417666512083,6.8269112971100805,42.742844272160916,138.19651292711208,688.4991016659769,3,5.0,5.0,6.0,8.600000000000023,12.0,29,0.0,0.0,0.20943542306993956,1.5707963267948966,1.5707963267948966,1.5710012210819075,3.141592653589793,1.0416168674565434,1.872342729443965,2.643830165289004,7.6925161589909585,24.622613422381374,51.15985292079552,9380.970734875196,True,21.44474753862927,6.034782608695652,0.6085094823325881,29.071097810685952
100330,452,908,0,0,1,0,0,-2,50,682,True,False,False,4193.861983501991,1.1349680948272096e-06,0.4195228705369711,1.2481922615047543,4.4613029628820815,11.049169767109257,23.841939334130405,104.39397486810608,3,5.0,6.0,7.0,7.0,8.0,24,0.0,0.0,0.003016051532343328,1.570784350507157,1.5708036902006632,2.2068904360197803,3.141592653589793,1.0281199163599124,1.8131824105251773,2.845416048786192,9.578324797549893,29.275839827156197,103.58011845293612,247295.45545653353,True,4.6187907307290645,6.0265486725663715,0.5338770700506151,680.3991713379579
100331,452,908,0,0,1,0,0,-2,0,682,True,False,False,4193.86189068318,1.1349715351854917e-06,0.4195219348593635,1.2481912346154065,4.461311271467581,11.04916555934016,23.84194628318901,104.39394474959958,3,5.0,6.0,7.0,8.0,8.0,24,0.0,0.0,0.0029908282203867133,1.5707831505658194,1.5708021843197097,2.206896693552982,3.141592653589793,1.0281196350496786,1.813183042699364,2.860354102759354,9.578326114164847,29.778031319423253,103.58011721367143,247295.45545653353,True,4.618790628505705,6.0265486725663715,0.5336372904829527,679.80738564326
100423,126,248,0,0,1,0,0,2,81,11,True,False,False,282.06357119461904,0.029543366338076683,0.6712722703973744,0.9803886661557354,1.3217219286189599,1.8398425133832297,2.146438863987548,9.393938444046299,4,6.0,6.0,6.0,7.0,7.75,9,0.0,0.16660223061996882,0.5211926064190344,0.8971895362434815,1.411664730931109,1.6110404658437636,2.380645546037778,1.048351962799809,1.6351522762977573,2.188846227589881,2.8839468120847958,4.265322798521391,5.243996000454665,8.14833051280631,True,1.137353109655722,5.904761904761905,0.6204721361921611,2.5006300299869615
100471,6615,13225,5,22,26,0,0,20,0,8507,False,False,False,30585.695539307402,0.0,0.07492553192287232,0.42915818155782465,1.2182499427406357,4.160941777624229,11.829843955107393,418.7818825800787,2,5.0,6.0,6.0,7.0,8.0,151,0.0,0.0,0.02541697398930368,0.19015497309937407,1.5690333632030233,1.57807960313805,3.141592653589793,1.0083770658675164,1.4690347649478759,2.561390126593381,3.321947849621016,8.924466068707629,17.830835389855437,1e+30,False,2.312717999191486,5.99244142101285,0.2801837031778234,3.780718336483932e+26
