file_id,num_vertices,num_faces,num_geometrical_degenerated_faces,num_combinatorial_degenerated_faces,num_connected_components,num_boundary_edges,num_duplicated_faces,euler_characteristic,num_self_intersections,num_coplanar_intersecting_faces,vertex_manifold,edge_manifold,oriented,total_area,min_area,p25_area,median_area,p75_area,p90_area,p95_area,max_area,min_valance,p25_valance,median_valance,p75_valance,p90_valance,p95_valance,max_valance,min_dihedral_angle,p25_dihedral_angle,median_dihedral_angle,p75_dihedral_angle,p90_dihedral_angle,p95_dihedral_angle,max_dihedral_angle,min_aspect_ratio,p25_aspect_ratio,median_aspect_ratio,p75_aspect_ratio,p90_aspect_ratio,p95_aspect_ratio,max_aspect_ratio,solid,ave_area,ave_valance,ave_dihedral_angle,ave_aspect_ratio
100026,58,136,0,3,4,0,1,-5,30,38,False,False,False,20186.689481812486,3.384075413472601,54.33928873669356,82.9030090205107,125.3481421490186,296.6975854742401,540.5368006101264,1630.9118955405656,148.43154030744475,2,5.0,7.0,8.75,10.0,11.0,12,6.862068965517241,0.0,0.05175781175924843,0.7173118674172829,1.5707963267948966,1.8932941256477194,2.7856657344743474,3.141592653589793,0.9304332343430787,1.2034734577849218,2.6266575050914254,5.457640017046973,8.10240769021965,14.938759857768352,18.508057134868498,98.25215144414993,8.082033816501593,False
100029,101,228,0,0,4,0,0,-15,45,106,False,False,False,22539.72759392376,2.7863187658022524,38.99193891343425,78.08798372497573,119.12132135506727,195.34781588673013,263.33022119706453,557.2265632072995,98.85845435931473,4,6.0,7.0,8.0,9.0,10.0,12,6.811881188118812,0.0,0.00047572391160454256,0.6049841307650279,1.5707963267948966,1.801297972376456,2.399591178991274,3.1391790063830496,0.8648399032234163,1.078840741993821,5.229754009714001,9.377492074482577,16.196274279436853,23.857591286847345,50.489038749771005,350.3910488570841,17.232725051132864,False
100031,155,330,0,0,1,0,0,-10,37,190,True,False,False,4910.141010462222,0.004849428106013569,2.050855492419656,4.588414066795693,20.028555071168753,42.23829797713436,68.33095885436116,155.1499052496193,14.879215183218854,4,5.0,6.0,7.0,9.0,11.0,16,6.387096774193548,0.0,2.4467796984944025e-05,0.18325439299280635,1.5708023022205162,1.5910894815192764,1.5957402290124336,3.141592638688632,0.6894926757730027,1.0413484889373223,1.8961087498895066,2.696654815680576,23.080844900954485,39.47002030673163,59.70032298655999,183058.0785467107,578.5953481633047,True
100032,758,1611,0,0,5,0,0,-49,0,960,False,False,False,24000.345339978572,0.003987560048699379,1.6631936808708896,4.2863686294555725,14.282385555795098,39.48498447483337,79.08124754950404,264.61129842611945,14.897793507125122,3,5.0,6.0,7.0,9.0,10.0,19,6.379947229551451,0.0,5.586429515054134e-06,0.18770713819349438,1.5707963267948966,1.585573315483027,1.591455630894994,3.141592653589793,0.6606719948815297,1.0321962509774738,2.2829679441835644,3.69527825869667,20.399195757970382,43.83082806473535,70.97939035891295,3672.672546708756,28.55514352111462,False
100075,363,734,0,0,6,0,0,-2,44,420,False,False,False,81.54454040926399,0.0008971005873640388,0.014947765954531214,0.022950955457989863,0.08572499615850365,0.2383499084293842,0.44503750705122963,2.9300000667576,0.1110961040998147,3,5.0,6.0,7.0,8.0,9.0,19,6.0550964187327825,0.0,1.4901161193847656e-08,0.1806815776022964,1.5707963267948966,1.585590899566728,1.6004069219548303,3.141592653589793,0.6957734273287471,1.0374072277684399,1.413668600668445,1.7856663121409992,4.653398321253215,9.2760812624109,13.072142140936274,151.02333564224895,4.652365058222092,False
100322,192,388,0,0,2,0,0,-2,42,167,True,False,False,14870.376219181991,0.04194767882472661,2.8309912486721807,7.057241112178515,20.097716290063182,117.88162243764717,206.4072724433992,771.4060919771742,38.32571190510823,3,5.0,5.0,7.0,8.0,11.0,17,6.0625,0.0,0.0010350548614434288,0.3559357972103249,1.5606347717151696,1.5838700245493784,1.6467803875209925,3.0388328405857106,0.7205563769938617,1.0194875444242524,1.4092939481190183,2.025488041695985,6.04370427281315,14.619365033910311,39.51663690835234,348.97527802516515,8.601536269363766,True
100330,251,506,0,0,1,0,0,-2,38,311,True,False,False,4188.65228624851,0.0437732258756617,1.7715419128563328,4.028145725578749,5.663738659176355,25.832835388489265,33.652885926283716,126.52397654422757,8.277968945155157,3,5.0,6.0,7.0,8.0,11.0,15,6.047808764940239,0.0,1.3053985268095039e-06,0.1555409286205476,1.570790828255311,1.5708053066791134,1.5733074071533835,3.134602693151041,0.588879723501666,1.055960144478935,1.8959733727312298,2.403177670462961,6.386795875154049,17.91058077582462,26.44261775120436,506.2828834603984,9.349188558526482,True
100331,251,506,0,0,1,0,0,-2,0,310,True,False,False,4189.096889801684,0.04377596322358014,1.771533229229061,4.01637074581288,5.525802586760628,25.832893561396794,33.6529008913171,126.52399509783535,8.278847608303723,3,5.0,6.0,7.0,9.0,11.0,15,6.047808764940239,0.0,1.2381080207447714e-05,0.1584248665463787,1.570792398835703,1.5708044970244956,1.5714885088105628,3.12948338830725,0.5895898890455703,1.0559600117689438,1.8959959083255247,2.404273076802094,6.480436117347178,17.91060272040412,26.79572921308163,506.29302404914216,9.408707045576973,True
100423,70,136,0,0,1,0,0,2,61,0,True,False,False,280.29226536970833,0.1435639295715773,1.267925757233887,1.7681331569257663,2.3645195827929966,3.3748161187274484,4.3259899375545805,8.52117739037044,2.0609725394831493,3,5.0,6.0,7.0,8.0,8.549999999999997,10,5.828571428571428,0.006427665845644283,0.324034998957651,0.6511075154989556,1.1950767560858675,1.5692139987812361,1.7944692783532417,3.1089969844350986,0.7900838154229882,1.07543611840126,1.696259542834558,2.3123855756658833,3.191595706893693,4.392046877601974,4.757725375871134,18.514769198225355,2.7023008110607045,True
100471,3671,7342,3,0,1,0,0,1,0,2382,False,False,False,29732.342252857867,0.0,0.24642310103349252,0.6541418157194433,1.8703904515181167,4.5254123693902715,10.061300787131852,1097.8621201518129,4.049624387477236,3,5.0,6.0,7.0,8.0,9.0,32,5.9994551893217105,0.0,0.008123317228381517,0.11658968430233194,0.2280954656297705,1.5707963267948966,1.6808355773739103,3.141592653589793,0.3977398924613314,1.0083256872093291,1.6025315347731863,2.816770678029678,4.20055617104799,10.018995447196627,12.334317910547304,1e+30,4.086080087169709e+26,False
100478,2292,4584,0,0,1,0,0,0,204,1674,True,False,False,2098.2866173255297,0.0005637904560874371,0.1029249429824218,0.2420979288007526,0.2581704079156811,0.6618528317992968,2.132890043706533,33.15380275089214,0.4577414086661278,3,6.0,6.0,6.0,7.0,7.0,40,6.0,0.0,0.005664263992416637,0.07370766857782485,0.14154916352986224,0.20391773540341357,0.2943586696815753,3.141592653589793,0.14787475179319626,1.0713867640821955,2.7478615567825626,3.5483588078132495,3.7330379035228103,5.157276141672524,5.6907142263107495,10618.443105199447,6.687656373552297,True
100500,90,226,0,16,41,0,7,14,35,122,False,False,False,7081.975627857762,3.0040750491039455e-05,5.04254667079778,9.062885692262793,25.76007226959492,92.3128658071359,149.60258352037314,365.99442740227687,31.336175344503374,3,6.0,6.0,7.0,9.0,10.549999999999997,17,6.711111111111111,0.0,1.5390133062771136e-05,0.25849803533574167,1.5707960253059834,1.626199248617586,2.7564860433599216,3.141499502952039,0.7887394175378918,1.050831773683464,1.6239092873011576,2.3903868202933922,9.496935314560336,78.58608421387143,2131005.0191286057,35556651.079226635,569183.6243239385,False
100507,4676,9356,0,0,1,0,0,-2,191,2505,True,False,False,9633.35769266019,0.003913123093974945,0.3225202207685551,0.47568773082885274,0.8922517037491285,1.8144054043483657,2.96953375794463,59.54370665189059,1.0296449008828763,3,6.0,6.0,6.0,7.0,7.0,15,6.002566295979469,0.0,0.024296779365293904,0.09151183254191103,0.16510812668696445,0.19948639542414134,0.23475798774136347,1.8386654553257749,0.12066651533421804,1.0079163482140654,1.471275420349363,1.9122001500989847,3.160911763925588,5.891856109062417,8.252420376001286,321.367302580404,3.111504707137198,True
1005266,1868,3736,0,0,1,0,0,0,4,2087,True,False,False,8267.485037577124,0.00015797378546267282,0.15594174137913797,0.3000553979828145,0.6726550874128208,1.0492402733729076,2.36515050121443,464.21907361605327,2.2129242605934487,3,5.0,5.0,6.0,8.0,10.0,38,6.0,0.0,1.7273763504777368e-05,0.20227069719608096,1.5707617539468628,1.570841120847067,1.5711944432448777,3.141592653589793,0.6381163612784715,1.067281690645836,3.711557001578135,6.801386932325481,12.624079026387449,25.356201135412075,46.31030374871115,35242.51364130978,24.436864588880486,True
1005268,2455,4905,0,0,1,0,0,1,13,2762,False,False,False,8944.02931664031,3.287856998213101e-06,0.15459233887668233,0.29318852841307486,0.5756489765956522,1.0477989369036207,1.4753272689944736,294.1438306461187,1.8234514407013884,3,5.0,5.0,7.0,8.0,10.0,29,5.995112016293279,0.0,1.3199200099320162e-05,0.2016166716333158,1.5707530140131172,1.570819290303753,1.5709937389512818,3.141592653589793,0.6204602865506472,1.119578557685505,3.7166356438111463,6.634665720925829,12.643003124193822,31.25046733971397,53.84827606919399,12491.10456892054,23.431501865699072,False
1005269,1216,2428,0,0,1,0,0,2,4,1386,True,False,False,5068.094425497705,0.0002385677635174943,0.1552999032259379,0.29357657161924655,0.634867691663203,1.0477989368595004,1.9001630271618033,223.2343817281946,2.0873535525114106,3,5.0,5.0,6.0,8.0,10.0,35,5.990131578947368,0.0,9.592636200718964e-06,0.20072085067815443,1.5707521103528794,1.5708206348361464,1.5710656430670573,3.141592653589793,0.6060624112424042,1.1330749339046762,3.711897880823429,6.596694179081838,12.605220373094546,26.9714655795059,44.12657536114354,624.3193725799725,15.039923885119823,True
1005270,1899,3794,1,0,1,0,0,2,14,2202,True,False,False,7515.7557693540175,2.2654647586437525e-31,0.15587025058721338,0.29399304082548827,0.6937778939384933,1.051017238142849,1.9149147801783766,295.9482136918651,1.9809582945055397,3,5.0,5.0,7.0,8.0,10.0,39,5.993680884676145,0.0,7.1581356816141e-06,0.1989517151958625,1.5707509224270555,1.5708294579983173,1.5711553693872131,3.141592653589793,0.6303640700295917,1.123940642229685,3.7096479161555034,6.521245153088418,12.63626058280743,26.671983102936338,45.871401517751195,1e+30,2.635740643120717e+26,True
1005272,1588,3172,0,0,1,0,0,2,4,1830,True,False,False,6706.108425624923,0.00010187269588192035,0.15617972046857176,0.3018586771473645,0.7491654189495265,1.0599914304655524,2.691433635424307,242.08715824974206,2.11415776343787,3,5.0,5.0,6.0,8.0,10.0,34,5.992443324937028,0.0,4.025399191317097e-06,0.20002787572095473,1.5707447843962814,1.570812145193676,1.571034200990548,3.141592653589793,0.6149718928483554,1.0216048142814131,3.654492520948452,6.567610421004155,12.605891197698657,25.949671821013904,45.413129323015646,4040.3996557427286,17.111538279462415,True
1005275,2409,4813,0,0,1,0,0,1,16,2858,False,False,False,8830.433314870326,2.8512906283140182e-05,0.13533013755500178,0.2927758785395678,0.5573364573061055,1.0473267235387438,1.6458730639802501,420.0713125707972,1.8347046155974083,3,5.0,5.0,7.0,8.0,10.0,54,5.995018679950187,0.0,1.972952587318262e-05,0.14459208812812796,1.5707587346651877,1.5708117475220313,1.5709713376716026,3.141592653589793,0.605890979360561,1.101795529650605,3.7117569155106866,7.222977501072168,12.63579536824505,34.48331670090262,58.07360846631925,4729.876847522904,19.423365560836725,False
1005281,2356,4711,0,0,1,0,0,-1,4,2759,False,False,False,8468.774869553237,4.297410350773134e-05,0.13723392066106044,0.292423436631786,0.594113264667385,1.050248481336986,1.8985059230354142,306.72298721711195,1.7976597048510374,3,5.0,5.0,7.0,8.0,10.0,46,6.0,0.0,1.0473248044944962e-05,0.19090262534207256,1.5707556523078545,1.5708048494516489,1.5709613199029642,3.141592653589793,0.6072399985720872,1.100400871226292,3.7112445742832296,7.038833499255114,12.624119446499005,27.461286155637374,50.287849912864814,54943.32179706559,26.974434885133892,False
1005285,157,310,0,0,1,0,0,2,0,48,True,False,True,170.32210610485697,0.13789960441402757,0.3820506250413092,0.43641004304256126,0.6199142704749029,0.7494673438329577,1.2047427022622395,1.8914961123160472,0.5494261487253451,3,5.0,6.0,6.0,7.0,8.0,11,5.923566878980892,0.0,0.12794844238965072,0.22799359238059333,0.2595957944215848,0.30940153372121293,0.5391818804491739,1.5608971845142747,0.23662667933343454,1.0169138046531458,1.1564644811676212,1.3640284727395469,1.4115321140126234,1.8824441697034333,2.6527638642629414,4.540147785673197,1.4378265542130921,True
1005288,2259,4514,0,0,1,0,0,2,4,2604,True,False,False,8626.089183255983,1.8288686987943947e-05,0.15618050033572217,0.3275105712318691,0.7770097506510855,1.0646905673374587,3.2468762182985227,204.51116350193843,1.91096348765086,3,5.0,5.0,6.0,8.0,10.099999999999909,29,5.99468791500664,0.0,2.431994599433154e-06,0.19392917879170843,1.570744256240498,1.5708200160350967,1.5710626359804944,3.141592653589793,0.6071536009681183,1.0110335418835683,3.1684308568899566,6.289127452426099,12.603838193787965,25.08193921732065,46.00916827397754,3347.349482212683,17.543411337495012,True
100638,77,148,3,0,3,0,0,5,0,131,False,False,False,800.540746760614,0.0,2.077376948796882,3.07157132968982,6.012785992796913,11.339215893572348,17.815607479807138,35.631221054686684,5.409059099733878,4,5.0,5.0,7.0,8.0,8.0,9,5.714285714285714,0.0,1.3673881973542918e-07,1.309099026358066e-06,1.477324457317961,1.5707963267948966,1.5707964356583524,3.110967563626531,0.5067528874818235,1.0596774963672253,2.749821439057742,4.608011431642246,6.78821442881978,9.833062195451452,11.61621882189872,1e+30,2.0270270270270274e+28,False
100642,2209,4421,2,0,1,0,0,-3,0,2373,False,False,False,815.8168439002743,0.0,0.0563629785034542,0.10838318256412147,0.19546929646367805,0.37997020902184886,0.487563759205764,8.391757153396615,0.18453219721788608,3,5.0,6.0,7.0,8.0,9.0,22,6.005432322317791,0.0,0.0012033254614762722,0.016632635945065394,0.048945240803589876,1.491468558600798,1.5698175724254777,3.141592653589793,0.20166058410674043,1.0200368810573026,1.8186119629298725,3.2238731029623535,6.297532073970526,12.45403867290391,14.875700467463878,1e+30,4.5238633793259445e+26,False
